,sentimentValue,article
240,-1.0,dec. for news about comedi includ critic commentari : nytimes.com/art
241,-1.0,a searchabl guid to these and other show is at nytimes.com/ev . the duo show ( wednesday ) thi monthli show pair comedian for perform that often becom a mix of stand-up improv and vaudevillian act
242,0.0,thi instal headlin are joe list and mark normand both hilari comic and co-host of the podcast ctuesday with stories.d other perform includ amber nelson tim dillon ray kump jonathan mcbride may wilkerson ian hunt matt leari freddyg and patrick holbert
243,-1.0,at p.m. q.e.d . - rd avenu near th street astoria queen -- qedastoria.com
244,-1.0,( elis czajkowski ) an even with the trumpet boy ( monday ) dan fox ian stroud and mark vigeant are the trumpet boy three brass-play comedian who work their instrument into thi hilari night of sketch comedi as the trio record a cd
245,0.0,( thi show
246,-1.0,open sourc by robert mackey dec
247,-1.0,as german prepar to ring in alongsid at least a million migrant who were regist as new resid in chancellor angela merkel dedic a new year eve address to what she said her nation could gain from the refuge crisi . ci am convinc that handl properli today great task present by the influx and the integr of so mani peopl is an opportun for tomorrow d she said in a televis messag . after thank the volunt and profession who have help welcom the newcom ms. merkel who ha come under fire from even her own parti for refus to put a cap on the number of arriv emphas her belief that the countri could benefit in the end : there is no question that the influx of so mani peopl will still demand more from us
248,-1.0,it will take time effort and money especi when it come to the veri import task of i
249,-1.0,by ben ratliffdec
250,-1.0,phish began it semi-regular new year run at madison squar garden on wednesday the first of it four straight night of show there
251,0.0,the concert are sold out
252,-1.0,if you dont have a ticket and dont follow phish it mean that youll see excit woodsy-look men with beard in midtown bar befor : and after : p.m. the concert will in no other way affect you
253,-1.0,they do not intersect with contemporari aesthet or dynam social current . if you have a ticket or anoth way in you enter a self-contain politi
254,-1.0,phish ha been run sinc the mid- with a five-year hiatu in the aught
255,-1.0,it concert have becom marker in fan live no matter whether theyr mundan or special
256,-1.0,and all the detail of the concert especi those at madison squar garden where thi vermont band ha play more than anywher els other than a coupl of club in burlington dure the earli year
257,-1.0,by mike haledec
258,-1.0,downton abbey the countri hous if not the wildli popular pb drama begin the show final season on sunday night in a deplet state
259,-1.0,servant are not be replac and robert crawley the earl of grantham is hint that further reduct may be need
260,-1.0,upstair both tom branson and rose macclar ( now ladi rose aldridg ) have sail for america take with them some of the show energi and audienc good will
261,-1.0,when the grantham gather in the morn it a sad show just robert mari and edith around a small tabl . cdownton abbeyd end it six-season run on sunday
262,0.0,how well do you know the charact and their tortur past ?
263,-1.0,beneath the melodrama the wither put-down and the fetish of period d\xecor and costum cdownton abbeyd ha more or less consist been about the end of a way of life
264,0.0,in season the show creator and wri
265,-1.0,insid art by jori finkel hilari m. sheet and robin pogrebin dec
266,-1.0,ever sinc ed ruscha and friend threw a royal typewrit out the window of a speed buick lesabr near lo angel for hi photograph book croyal road test d the impact of the california desert ha been visibl in hi work
267,-1.0,now mr. ruscha is part of an effort to establish a biennial-lik exhibit in the palm spring area that would be time for februari through april to overlap with modern week and the coachella valley music and art festiv two big crowd-pleas . mr. ruscha is on the board of the nonprofit group behind desert x as the new event is call which ha hire the writer-cur nevil wakefield as artist director for it first event with the former lo angel gallerist elizabeta betinski as execut director
268,-1.0,the name stand for desert exhibit of art . born on the isl of scilli off cornwal
269,-1.0,by vinod sreeharshadec
270,-1.0,rio de janeiro brazil largest privat sector bank group said on thursday that it had agre to acquir the distress debt unit of the troubl invest firm btg pactual for about . billion reai or about $ million . the bank group itau unibanco will acquir percent of the distress debt unit recoveri do brasil consultoria for million reai and approxim percent of the firm nonperform loan portfolio for million reai
271,-1.0,the portfolio have a face valu of billion reai the bank said in a file
272,-1.0,both stake correspond to btg entir ownership of each . the intern financ corpor the world bank privat invest arm will retain it minor stake in both the firm and the nonperform loan portfolio . the price wa less than the . billion reai than btg had sought accord to multipl peopl with knowledg of the negoti
273,0.0,some in the ma
274,-1.0,by laura collins-hughesdec
275,-1.0,kaneza schaal wa when her father die of malaria in . her first impuls wa to stay in new york not fli to the funer in burundi where he live when he wasnt in the east villag
276,1.0,at the time she wa work with immigr student at a school in chelsea and she saw no reason to interrupt that . ci thought : thi is such a great way to honor my dad
277,-1.0,i dont realli need to go back d ms. schaal an experiment theater artist said recent in the basement of westbeth artist commun in the west villag where she wa surround by the papyru and gold of her new show set-in-progress
278,-1.0,ci grew up in california : oh whatev ill be there in spirit.d the african branch of her clan with root in rwanda thought otherwis
279,-1.0,cmi famili wa like you know kaneza i think you might want to come . and i went and i had to be there
280,0.0,i could not
281,-1.0,by laurel graeberdec
282,-1.0,sometim onli a few day separ christma cheer from cabin fever
283,1.0,for famili whove grown tire of stay at home brooklyn botan garden offer a weekend event in which color paper and pungent pine have noth to do with the holiday . thi program belong to first sunday a monthli winter seri that combin indoor workshop with outdoor explor
